question,answer,image_id
what is on the left side of the photo stand,clothes,image100
what is in front of the black cups,book,image101
how many stands of cup are there,2,image101
how many shelves are there in the right stand,3,image101
what are the colours of the cups,"blue, black, white",image101
what is on the right side rack,bottle,image102
what is on the left side rack,cup,image102
how many doors do the cupboards have,6,image102
what is the colour of bottles in the last shelf,"blue, white, black",image102
what is in the rack,picture,image103
how many doors are there in the cupboard beneath the picture rack,2,image103
what is on the racks,books,image104
what is in front of the left rack,stand,image104
how many stools are there,2,image105
how many racks are visible,4,image105
what are the colours of the stool,"black, gray",image105
how many cartons are there,4,image106
how many cartons have a sticker on them,3,image106
how many shelves are there in the rack,7,image106
how many pillars are visible,4,image107
what is surrounding the pillar,table,image107
what is on the ceiling,pipe,image107
how many doors of the cupboard are open,1,image108
what is next to the black paper holders in the left side,tape,image108
what is kept below the shelf that has the tape,books,image108
how many machines are there,3,image109
what is in front of the pillar,"bin, books",image109
how many lights are visible,4,image109
what is in front of the cupboard,stand,image110
what is above the cupboards,books,image110
what is the colour of the equipment on the pillar,red,image110
how many monitors are there,3,image111
how many rows of shelves are there beneath the gray table,books,image111
how many pillars are visible,2,image111
what is the colour of the pillars,white,image112
what is behind the monitor that is in the centre,carton,image112
what is in front of the gray rack,garbage_bin,image112
what is the colour of the monitors,black,image112
what is the colour of the paper that is stuck on the left most side of the wall,black,image113
how many lights are hanging from the ceiling on the left most side,3,image114
what is on the first monitor on the left side,toy_doll,image114
what is in the shelves beneath the table,doll,image114
what is on the left side of the white clothes,bag,image115
how many red objects are there,1,image115
what are the colours of the clothes,"white, blue, black, pink, green",image115
what is the colour of the clothes in the last shelf,"red, blue, green",image116
how many colours of clothes are there,7,image116
what is in front of the wall,table,image116
around which object are the chairs placed,table,image117
what is the colour of the walls,"white, green",image117
what is directly opposite to the tables and chairs,bookshelf,image117
how many tables are there,3,image118
what is the colour of the poster in the right side,purple,image118
what is the tallest object,stand,image119
what is the colour of the stand,black,image119
what is behind the chair,clothes,image119
what is on the right side of the table,jacket,image120
what is on the left most side of the whiteboard,plant,image120
what are the colours of markers used on the white board,"red, green, black",image120
what is in front of the desk,chair,image369
