question,answer,image_id
what is in front of the table,shelves,image342
what is the largest object on the study table,monitor,image782
what is behind the table,chair,image1320
how many windows are there,1,image1438
what is in front of the cabinet,chair,image1069
what is the colour of the chairs,blue,image1240
what is on the chair,clothes,image23
what is found in between the sofas,cabinet,image984
what is left of sink,bottle,image509
what is below the sink to the right,toilet,image44
how many toy chairs are on the floor,2,image402
what is on the right side of the table,bed,image1043
how many objects on the corner of the bathtub,3,image692
what is the object close to the sink,faucet,image677
what is on the wall,window,image60
what is the colour of floor,gray,image288
what is on the left side of the sofa,curtain,image593
what is left to the photo,window,image1352
what is the colour of markers on the whiteboard,"red, black",image33
what is in front of the of the sofa,bookshelf,image483
what is beneath the oven,drawer,image797
what is on the left side of the gray box,fruit,image848
what is in front of the wash basin,mirror,image499
what is on the table,telephone,image39
what is the largest black object in this picture,television,image177
what are stuck on the wall,"photo, light_switch",image1255
what is on the right chair of the table,jeans,image149
what is the colour of the floor,brown,image208
what is present below the picture,bed,image1040
what is below the television,table,image642
what is stuck on the wall,decorative_item,image1361
what is the colour of the blanket found,blue,image1168
what is on the stand,television,image602
what is front of the table,chair,image1305
what is on the bathtub,bottle_of_liquid,image669
what object is found to the left side of the dishwasher,garbage_bin,image826
what are the objects found behind the sofa,"game_table, chair",image1246
what is to right of sofa,door,image598
what is at the right side,bed,image1057
what is on the sofa,"pillow, bag",image1142
what is the colour of computer,white,image13
what is the object in front of the whiteboard,chair,image33
what is on the table,computer,image333
what is on the hanger,towel,image667
what is the colour of the chair,"blue, red",image1079
what is on the right side wall,chair,image1372
what is at the bottom of the photo,sofa,image1233
what is at the centre of the room,game_table,image425
what is stuck on the wall,photo,image1253
what is the colour of pillar,brown,image228
what is on the tap,napkin,image574
what is behind the telephone,monitor,image30
what is the object on the floor in front of the wall,basket,image506
what is inside the sink,dishes,image143
how many towels are hanged under window,2,image694
what is the object on the table,lamp,image941
what is on the floor,floor_mat,image1280
what is the object close to the shelves,shoe,image1051
what is on the right side of the chess board,remote_control,image430
what is on the shelf,decorative_item,image1341
what is covering the wall above the cabinet,picture,image292
what are found on the cabinet,photo,image1159
what is on the shelf,"book, bottle",image638
what object is found on the bed,pillow,image983
which object is more,table,image301
what is in front of the monitor,keyboard,image6
how many steps are visible in the picture,3,image1433
what is the colour of the bowl,yellow,image751
what is the white object on the table,tissue_roll,image550
what is on the wall,picture,image1254
what is between the lamp and the chair,room_divider,image1022
what is on the left side of the door,toy_doll,image391
what is on the table,decorative_item,image1280
what is on the bed,bed_sheets,image945
how many rods stuck on the wall,3,image673
what solor is the bookshelf,brown,image69
what are the things on the table,"cup, paper",image1260
how many plant pots are there,3,image758
what is to the left of the wall divider,door_way,image1432
what are the objects kept on the floor,"cabinet, bag",image69
what is to the right of the piano,lamp,image1411
what is behind the chair,bed,image1116
what is in front of the left window,ladder,image365
how many drawers are there beneath the bed,2,image1052
what is in the front of the stove,garbage_bin,image155
how many knobs are visible,10,image973
what is the largest object,sofa,image1233
what are the things on the table,books,image1281
what is on the right side of the bottle of liquid,bag,image837
